tool	label	seed	f	size	time	mem
phRAIDER	cf3.chr33	1	2	31900026	55.02	4130444.0
phRAIDER	cf3.chr34	0	2	42826512	98.43	5763144.0
phRAIDER	cf3.chr34	1	2	42826512	78.51	5735908.0
phRAIDER	cf3.chr35	0	2	26967090	53.51	3563748.0
phRAIDER	cf3.chr35	1	2	26967090	46.98	3545932.0
phRAIDER	cf3.chr36	0	2	31324519	60.86	4097412.0
phRAIDER	cf3.chr36	1	2	31324519	58.63	4077420.0
phRAIDER	cf3.chr37	0	2	31418048	61.39	4101124.0
phRAIDER	cf3.chr37	1	2	31418048	53.72	4082120.0
phRAIDER	cf3.chr38	0	2	24313120	48.69	3234420.0
phRAIDER	cf3.chr38	1	2	24313120	43.0	3218748.0
phRAIDER	cf3.chr4	0	2	89747915	235.91	12017680.0
phRAIDER	cf3.chr4	1	2	89747915	169.29	11949696.0
phRAIDER	cf3.chr5	0	2	90397177	192.15	12114964.0
phRAIDER	cf3.chr5	1	2	90397177	170.31	12044064.0
phRAIDER	cf3.chr6	0	2	78866704	172.56	11167704.0
phRAIDER	cf3.chr6	1	2	78866704	192.01	11144908.0
phRAIDER	cf3.chr7	0	2	82324114	178.01	11173588.0
phRAIDER	cf3.chr7	1	2	82324114	157.65	11149808.0
phRAIDER	cf3.chr8	0	2	75569263	167.63	9639164.0
phRAIDER	cf3.chr8	1	2	75569263	133.69	9572800.0
phRAIDER	cf3.chr9	0	2	62091990	124.75	7994888.0
phRAIDER	cf3.chr9	1	2	62091990	109.48	7937832.0
phRAIDER	cf3.chrM	0	2	17012	0.03	3744.0
phRAIDER	cf3.chrM	1	2	17012	0.03	3732.0
phRAIDER	cf3.chrX	0	2	125933634	285.07	15724048.0
phRAIDER	cf3.chrX	1	2	125933634	289.41	15526276.0
phRAIDER	hg38.chr1	1	2	253105702	488.84	29164476.0
phRAIDER	hg38.chr10	0	2	136027387	284.16	17119312.0
phRAIDER	hg38.chr10	1	2	136027387	272.33	16919548.0
phRAIDER	hg38.chr11	0	2	137338073	290.04	17136736.0
phRAIDER	hg38.chr11	1	2	137338073	251.21	16940068.0
phRAIDER	hg38.chr12	0	2	135496572	294.05	17055092.0
phRAIDER	hg38.chr12	1	2	135496572	244.48	16846976.0
phRAIDER	hg38.chr13	0	2	116270408	218.66	13022780.0
phRAIDER	hg38.chr13	1	2	116270408	179.94	12912756.0
phRAIDER	hg38.chr14	0	2	108827787	200.73	12030264.0
phRAIDER	hg38.chr14	1	2	108827787	194.39	11900300.0
phRAIDER	hg38.chr15	0	2	103691050	203.28	11312056.0
phRAIDER	hg38.chr15	1	2	103691050	170.85	11251684.0
phRAIDER	hg38.chr16	0	2	91843992	184.07	10101224.0
phRAIDER	hg38.chr16	1	2	91843992	149.45	9959924.0
phRAIDER	hg38.chr17	0	2	84645073	197.36	10038756.0
phRAIDER	hg38.chr17	1	2	84645073	159.67	9878280.0
phRAIDER	hg38.chr18	0	2	81712847	155.19	9824860.0
phRAIDER	hg38.chr18	1	2	81712847	159.56	9740108.0
phRAIDER	hg38.chr19	0	2	59594584	117.9	7251060.0
phRAIDER	hg38.chr19	1	2	59594584	111.4	7087696.0
phRAIDER	hg38.chr20	0	2	65518244	138.72	8133188.0
phRAIDER	hg38.chr20	1	2	65518244	117.1	8044504.0
phRAIDER	hg38.chr21	0	2	47488490	100.32	4898720.0
phRAIDER	hg38.chr21	1	2	47488490	81.41	4847008.0
phRAIDER	hg38.chr22	0	2	51665450	95.67	4800452.0
phRAIDER	hg38.chr22	1	2	51665450	69.72	4727556.0
phRAIDER	hg38.chr3	1	2	201600491	389.05	25852632.0
phRAIDER	hg38.chr4	0	2	193384804	424.27	25154244.0
phRAIDER	hg38.chr4	1	2	193384804	403.32	24897028.0
phRAIDER	hg38.chr5	0	2	184563903	409.82	23907264.0
phRAIDER	hg38.chr5	1	2	184563903	386.72	23651720.0
phRAIDER	hg38.chr6	0	2	173652752	439.09	22882632.0
phRAIDER	hg38.chr6	1	2	173652752	369.42	22756688.0
phRAIDER	hg38.chr7	0	2	162001746	350.58	19957600.0
phRAIDER	hg38.chr7	1	2	162001746	301.68	19712388.0
phRAIDER	hg38.chr8	0	2	147557620	326.23	18545324.0
phRAIDER	hg38.chr8	1	2	147557620	280.92	18347528.0
phRAIDER	hg38.chr9	0	2	140701302	272.78	15318308.0
phRAIDER	hg38.chr9	1	2	140701302	244.76	15153392.0
phRAIDER	hg38.chrX	0	2	158641583	357.65	19245596.0
phRAIDER	hg38.chrX	1	2	158641583	312.02	18982032.0
phRAIDER	hg38.chrY	0	2	58181212	61.64	3295484.0
phRAIDER	hg38.chrY	1	2	58181212	46.84	3258220.0
phRAIDER	mm10.chr1	0	2	198729844	434.96	24831848.0
phRAIDER	mm10.chr1	1	2	198729844	434.76	24585312.0
phRAIDER	mm10.chr10	0	2	132873250	309.51	16152228.0
phRAIDER	mm10.chr10	1	2	132873250	255.38	16002080.0
phRAIDER	mm10.chr11	0	2	124117260	270.39	15448664.0
phRAIDER	mm10.chr11	1	2	124117260	244.57	15323268.0
phRAIDER	mm10.chr12	0	2	122131180	286.6	14678012.0
phRAIDER	mm10.chr12	1	2	122131180	225.41	14515800.0
phRAIDER	mm10.chr13	0	2	122428674	298.04	14868548.0
phRAIDER	mm10.chr13	1	2	122428674	223.63	14722216.0
phRAIDER	mm10.chr14	0	2	126983956	265.1	14849340.0
phRAIDER	mm10.chr14	1	2	126983956	240.7	14694036.0
phRAIDER	mm10.chr15	0	2	105777754	221.7	13113560.0
phRAIDER	mm10.chr15	1	2	105777754	193.11	12998888.0
phRAIDER	mm10.chr16	0	2	99844572	222.53	12433204.0
phRAIDER	mm10.chr16	1	2	99844572	194.71	12332200.0
phRAIDER	mm10.chr17	0	2	96570400	213.83	11977032.0
phRAIDER	mm10.chr17	1	2	96570400	220.41	11864212.0
phRAIDER	mm10.chr18	0	2	92214357	194.96	11567060.0
phRAIDER	mm10.chr18	1	2	92214357	186.0	11474200.0
phRAIDER	mm10.chr19	0	2	62455433	121.25	7578404.0
phRAIDER	mm10.chr19	1	2	62455433	108.95	7519172.0
phRAIDER	mm10.chr2	0	2	185148451	441.26	23348000.0
phRAIDER	mm10.chr2	1	2	185148451	410.36	23147728.0
phRAIDER	mm10.chr3	0	2	162707014	344.69	19381428.0
phRAIDER	mm10.chr3	1	2	162707014	325.39	19166856.0
phRAIDER	mm10.chr4	0	2	159116591	274.78	18728296.0
phRAIDER	mm10.chr4	1	2	159116591	312.15	18538656.0
phRAIDER	mm10.chr5	0	2	154365269	314.61	18384776.0
phRAIDER	mm10.chr5	1	2	154365269	297.51	18208324.0
phRAIDER	mm10.chr6	0	2	152232162	317.85	18284552.0
phRAIDER	mm10.chr6	1	2	152232162	288.02	18106944.0
phRAIDER	mm10.chr7	0	2	147865490	323.02	17044720.0
phRAIDER	mm10.chr7	1	2	147865490	270.87	16842572.0
phRAIDER	mm10.chr8	0	2	131557906	281.41	15968112.0
phRAIDER	mm10.chr8	1	2	131557906	254.89	15827372.0
phRAIDER	mm10.chr9	0	2	126671702	278.47	15613860.0
phRAIDER	mm10.chr9	1	2	126671702	225.81	15476720.0
phRAIDER	mm10.chrM	0	2	16577	0.03	3704.0
phRAIDER	mm10.chrM	1	2	16577	0.02	3700.0
phRAIDER	mm10.chrX	0	2	173881827	365.33	18180288.0
phRAIDER	mm10.chrX	1	2	173881827	313.05	17867548.0
phRAIDER	mm10.chrY	0	2	93273783	227.24	2382872.0
phRAIDER	mm10.chrY	1	2	93273783	174.31	2216612.0
pre-phRAIDER	ce10.chrI	0	2	15323637	46.71	623096.0
pre-phRAIDER	ce10.chrI	1	2	15323637	41.77	622228.0
pre-phRAIDER	ce10.chrII	0	2	15534008	51.94	629828.0
pre-phRAIDER	ce10.chrII	1	2	15534008	45.04	630372.0
pre-phRAIDER	ce10.chrIII	0	2	14013437	47.85	580316.0
pre-phRAIDER	ce10.chrIII	1	2	14013437	36.14	578828.0
pre-phRAIDER	ce10.chrIV	0	2	17785364	53.79	700588.0
pre-phRAIDER	ce10.chrIV	1	2	17785364	37.77	698152.0
pre-phRAIDER	ce10.chrM	0	2	14030	0.05	2012.0
pre-phRAIDER	ce10.chrM	1	2	14030	0.04	2008.0
pre-phRAIDER	ce10.chrV	0	2	21272891	68.59	1026640.0
pre-phRAIDER	ce10.chrV	1	2	21272891	58.67	1027060.0
pre-phRAIDER	ce10.chrX	0	2	18014187	58.47	709416.0
pre-phRAIDER	ce10.chrX	1	2	18014187	47.11	708544.0
pre-phRAIDER	cf3.chr1	0	2	124723438	414.72	5018748.0
pre-phRAIDER	cf3.chr1	1	2	124723438	359.87	5004916.0
pre-phRAIDER	cf3.chr10	0	2	70486979	225.63	2756564.0
pre-phRAIDER	cf3.chr10	1	2	70486979	193.12	2749436.0
pre-phRAIDER	cf3.chr11	0	2	75628923	245.4	2909136.0
pre-phRAIDER	cf3.chr11	1	2	75628923	210.49	2900692.0
pre-phRAIDER	cf3.chr12	0	2	73706390	239.68	2853456.0
pre-phRAIDER	cf3.chr12	1	2	73706390	205.07	2845848.0
pre-phRAIDER	cf3.chr13	0	2	64295963	207.21	2569372.0
pre-phRAIDER	cf3.chr13	1	2	64295963	177.49	2561956.0
pre-phRAIDER	cf3.chr14	0	2	61982798	200.49	2491468.0
pre-phRAIDER	cf3.chr14	1	2	61982798	171.51	2485512.0
pre-phRAIDER	cf3.chr15	0	2	65260823	210.29	2590444.0
pre-phRAIDER	cf3.chr15	1	2	65260823	185.62	2583476.0
pre-phRAIDER	cf3.chr16	0	2	60626734	194.81	2450048.0
pre-phRAIDER	cf3.chr16	1	2	60626734	168.7	2445344.0
pre-phRAIDER	cf3.chr17	0	2	65360551	209.19	2604204.0
pre-phRAIDER	cf3.chr17	1	2	65360551	179.62	2598080.0
pre-phRAIDER	cf3.chr18	0	2	56775600	185.27	2332840.0
pre-phRAIDER	cf3.chr18	1	2	56775600	154.06	2330440.0
pre-phRAIDER	cf3.chr19	0	2	54637315	177.79	2268116.0
pre-phRAIDER	cf3.chr19	1	2	54637315	151.37	2263428.0
pre-phRAIDER	cf3.chr2	0	2	86850493	301.31	4190008.0
pre-phRAIDER	cf3.chr2	1	2	86850493	254.8	4191404.0
pre-phRAIDER	cf3.chr20	0	2	59102964	190.71	2406156.0
pre-phRAIDER	cf3.chr20	1	2	59102964	162.36	2400376.0
pre-phRAIDER	cf3.chr21	0	2	51706274	168.93	2172076.0
pre-phRAIDER	cf3.chr21	1	2	51706274	153.21	2165276.0
pre-phRAIDER	cf3.chr22	0	2	62463940	200.27	2511852.0
pre-phRAIDER	cf3.chr22	1	2	62463940	171.78	2505580.0
pre-phRAIDER	cf3.chr23	0	2	53166062	171.54	2227440.0
pre-phRAIDER	cf3.chr23	1	2	53166062	145.61	2222312.0
pre-phRAIDER	cf3.chr24	0	2	48493766	156.57	2082876.0
pre-phRAIDER	cf3.chr24	1	2	48493766	133.9	2077612.0
pre-phRAIDER	cf3.chr25	0	2	52489423	178.16	2201104.0
pre-phRAIDER	cf3.chr25	1	2	52489423	146.78	2196480.0
pre-phRAIDER	cf3.chr26	0	2	39614109	133.25	2072004.0
pre-phRAIDER	cf3.chr26	1	2	39614109	112.3	2071452.0
pre-phRAIDER	cf3.chr27	0	2	46641329	151.57	2064216.0
pre-phRAIDER	cf3.chr27	1	2	46641329	132.21	2065920.0
pre-phRAIDER	cf3.chr28	0	2	41868488	135.09	2056124.0
pre-phRAIDER	cf3.chr28	1	2	41868488	116.09	2058972.0
pre-phRAIDER	cf3.chr29	0	2	42542666	139.81	2055084.0
pre-phRAIDER	cf3.chr29	1	2	42542666	117.37	2055808.0
pre-phRAIDER	cf3.chr3	0	2	93420534	309.73	4179724.0
pre-phRAIDER	cf3.chr3	1	2	93420534	300.8	4185444.0
pre-phRAIDER	cf3.chr30	0	2	40884505	132.85	2058080.0
pre-phRAIDER	cf3.chr30	1	2	40884505	114.51	2058644.0
pre-phRAIDER	cf3.chr31	0	2	40560861	133.08	2096436.0
pre-phRAIDER	cf3.chr31	1	2	40560861	117.85	2096660.0
pre-phRAIDER	cf3.chr32	0	2	39457127	129.16	2056040.0
pre-phRAIDER	cf3.chr32	1	2	39457127	110.79	2056380.0
pre-phRAIDER	cf3.chr33	0	2	31900026	97.64	1276296.0
pre-phRAIDER	cf3.chr33	1	2	31900026	82.89	1275340.0
pre-phRAIDER	cf3.chr34	0	2	42826512	141.99	2055800.0
pre-phRAIDER	cf3.chr34	1	2	42826512	119.16	2055856.0
pre-phRAIDER	cf3.chr35	0	2	26967090	82.97	1126436.0
pre-phRAIDER	cf3.chr35	1	2	26967090	70.07	1123932.0
pre-phRAIDER	cf3.chr36	0	2	31324519	95.2	1263308.0
pre-phRAIDER	cf3.chr36	1	2	31324519	82.23	1260724.0
pre-phRAIDER	cf3.chr37	0	2	31418048	104.85	1264740.0
pre-phRAIDER	cf3.chr37	1	2	31418048	88.95	1262064.0
pre-phRAIDER	cf3.chr38	0	2	24313120	74.65	1042852.0
pre-phRAIDER	cf3.chr38	1	2	24313120	63.09	1040980.0
pre-phRAIDER	cf3.chr4	0	2	89747915	323.68	4174164.0
pre-phRAIDER	cf3.chr4	1	2	89747915	256.74	4176548.0
pre-phRAIDER	cf3.chr5	0	2	90397177	352.88	4175264.0
pre-phRAIDER	cf3.chr5	1	2	90397177	259.94	4176360.0
pre-phRAIDER	cf3.chr6	0	2	78866704	269.73	4165660.0
pre-phRAIDER	cf3.chr6	1	2	78866704	229.24	4171776.0
pre-phRAIDER	cf3.chr7	0	2	82324114	277.28	4176028.0
pre-phRAIDER	cf3.chr7	1	2	82324114	238.5	4176004.0
pre-phRAIDER	cf3.chr8	0	2	75569263	251.0	2904444.0
pre-phRAIDER	cf3.chr8	1	2	75569263	225.51	2895900.0
pre-phRAIDER	cf3.chr9	0	2	62091990	200.37	2492248.0
pre-phRAIDER	cf3.chr9	1	2	62091990	171.55	2483996.0
pre-phRAIDER	cf3.chrM	0	2	17012	0.06	2268.0
pre-phRAIDER	cf3.chrM	1	2	17012	0.05	2264.0
pre-phRAIDER	cf3.chrX	0	2	125933634	438.89	4908572.0
pre-phRAIDER	cf3.chrX	1	2	125933634	451.6	4886428.0
pre-phRAIDER	hg38.chr1	0	2	253105702	785.11	9436844.0
pre-phRAIDER	hg38.chr1	1	2	253105702	721.9	9399620.0
pre-phRAIDER	hg38.chr10	0	2	136027387	530.5	5291548.0
pre-phRAIDER	hg38.chr10	1	2	136027387	443.0	5265880.0
pre-phRAIDER	hg38.chr11	0	2	137338073	478.8	5262780.0
pre-phRAIDER	hg38.chr11	1	2	137338073	514.6	5246832.0
pre-phRAIDER	hg38.chr12	0	2	135496572	530.14	5235704.0
pre-phRAIDER	hg38.chr12	1	2	135496572	478.32	5217232.0
pre-phRAIDER	hg38.chr13	0	2	116270408	365.55	4229704.0
pre-phRAIDER	hg38.chr13	1	2	116270408	286.96	4220416.0
pre-phRAIDER	hg38.chr14	0	2	108827787	317.06	4225100.0
pre-phRAIDER	hg38.chr14	1	2	108827787	231.74	4228600.0
pre-phRAIDER	hg38.chr15	0	2	103691050	358.0	4280264.0
pre-phRAIDER	hg38.chr15	1	2	103691050	290.17	4282844.0
pre-phRAIDER	hg38.chr16	0	2	91843992	288.5	3074708.0
pre-phRAIDER	hg38.chr16	1	2	91843992	263.47	3061396.0
pre-phRAIDER	hg38.chr17	0	2	84645073	289.36	3021440.0
pre-phRAIDER	hg38.chr17	1	2	84645073	268.37	3022912.0
pre-phRAIDER	hg38.chr18	0	2	81712847	310.57	2946784.0
pre-phRAIDER	hg38.chr18	1	2	81712847	232.2	2939872.0
pre-phRAIDER	hg38.chr19	0	2	59594584	209.31	2293908.0
pre-phRAIDER	hg38.chr19	1	2	59594584	176.31	2278708.0
pre-phRAIDER	hg38.chr2	0	2	246230094	991.46	9800972.0
pre-phRAIDER	hg38.chr2	1	2	246230094	769.57	9770320.0
pre-phRAIDER	hg38.chr20	0	2	65518244	190.33	2515736.0
pre-phRAIDER	hg38.chr20	1	2	65518244	186.44	2507972.0
pre-phRAIDER	hg38.chr21	0	2	47488490	135.73	1511192.0
pre-phRAIDER	hg38.chr21	1	2	47488490	118.62	1505608.0
pre-phRAIDER	hg38.chr22	0	2	51665450	131.56	1477756.0
pre-phRAIDER	hg38.chr22	1	2	51665450	128.95	1471872.0
pre-phRAIDER	hg38.chr3	0	2	201600491	821.59	8535984.0
pre-phRAIDER	hg38.chr3	1	2	201600491	602.25	8538888.0
pre-phRAIDER	hg38.chr4	0	2	193384804	733.46	8529868.0
pre-phRAIDER	hg38.chr4	1	2	193384804	577.4	8551432.0
pre-phRAIDER	hg38.chr5	0	2	184563903	661.89	8558236.0
pre-phRAIDER	hg38.chr5	1	2	184563903	552.02	8562524.0
pre-phRAIDER	hg38.chr6	0	2	173652752	689.93	8539168.0
pre-phRAIDER	hg38.chr6	1	2	173652752	532.7	8543060.0
pre-phRAIDER	hg38.chr7	0	2	162001746	559.88	6019656.0
pre-phRAIDER	hg38.chr7	1	2	162001746	479.65	5995852.0
pre-phRAIDER	hg38.chr8	0	2	147557620	549.61	5623352.0
pre-phRAIDER	hg38.chr8	1	2	147557620	436.58	5606784.0
pre-phRAIDER	hg38.chr9	0	2	140701302	428.19	4900452.0
pre-phRAIDER	hg38.chr9	1	2	140701302	366.94	4885816.0
pre-phRAIDER	hg38.chrX	0	2	158641583	538.99	5814920.0
pre-phRAIDER	hg38.chrX	1	2	158641583	479.6	5794320.0
pre-phRAIDER	hg38.chrY	0	2	58181212	88.91	1131376.0
pre-phRAIDER	hg38.chrY	1	2	58181212	81.29	1128076.0
pre-phRAIDER	mm10.chr1	0	2	198729844	792.96	8565476.0
pre-phRAIDER	mm10.chr1	1	2	198729844	600.63	8569104.0
pre-phRAIDER	mm10.chr10	0	2	132873250	444.57	5029724.0
pre-phRAIDER	mm10.chr10	1	2	132873250	394.6	5013328.0
pre-phRAIDER	mm10.chr11	0	2	124117260	407.45	4848824.0
pre-phRAIDER	mm10.chr11	1	2	124117260	342.24	4833888.0
pre-phRAIDER	mm10.chr12	0	2	122131180	403.59	4695788.0
pre-phRAIDER	mm10.chr12	1	2	122131180	354.67	4678252.0
pre-phRAIDER	mm10.chr13	0	2	122428674	400.19	4736284.0
pre-phRAIDER	mm10.chr13	1	2	122428674	348.68	4720020.0
pre-phRAIDER	mm10.chr14	0	2	126983956	424.8	4747380.0
pre-phRAIDER	mm10.chr14	1	2	126983956	415.83	4729444.0
pre-phRAIDER	mm10.chr15	0	2	105777754	345.25	4249560.0
pre-phRAIDER	mm10.chr15	1	2	105777754	252.69	4235424.0
pre-phRAIDER	mm10.chr16	0	2	99844572	326.03	4203644.0
pre-phRAIDER	mm10.chr16	1	2	99844572	317.4	4204700.0
pre-phRAIDER	mm10.chr17	0	2	96570400	322.11	4235984.0
pre-phRAIDER	mm10.chr17	1	2	96570400	291.71	4237976.0
pre-phRAIDER	mm10.chr18	0	2	92214357	322.57	4195608.0
pre-phRAIDER	mm10.chr18	1	2	92214357	257.77	4196808.0
pre-phRAIDER	mm10.chr19	0	2	62455433	195.61	2387828.0
pre-phRAIDER	mm10.chr19	1	2	62455433	178.78	2381168.0
pre-phRAIDER	mm10.chr2	0	2	185148451	643.63	8522152.0
pre-phRAIDER	mm10.chr2	1	2	185148451	555.36	8525212.0
pre-phRAIDER	mm10.chr3	0	2	162707014	544.57	5869936.0
pre-phRAIDER	mm10.chr3	1	2	162707014	458.04	5849672.0
pre-phRAIDER	mm10.chr4	0	2	159116591	524.38	5727488.0
pre-phRAIDER	mm10.chr4	1	2	159116591	448.97	5707364.0
pre-phRAIDER	mm10.chr5	0	2	154365269	509.06	5631992.0
pre-phRAIDER	mm10.chr5	1	2	154365269	434.37	5612448.0
pre-phRAIDER	mm10.chr6	0	2	152232162	562.82	5604152.0
pre-phRAIDER	mm10.chr6	1	2	152232162	463.74	5585196.0
pre-phRAIDER	mm10.chr7	0	2	147865490	519.2	5370992.0
pre-phRAIDER	mm10.chr7	1	2	147865490	418.24	5350756.0
pre-phRAIDER	mm10.chr8	0	2	131557906	433.03	4985816.0
pre-phRAIDER	mm10.chr8	1	2	131557906	371.47	4970824.0
pre-phRAIDER	mm10.chr9	0	2	126671702	414.58	4890252.0
pre-phRAIDER	mm10.chr9	1	2	126671702	354.58	4875688.0
pre-phRAIDER	mm10.chrM	0	2	16577	0.06	2268.0
pre-phRAIDER	mm10.chrM	1	2	16577	0.05	2264.0
pre-phRAIDER	mm10.chrX	0	2	173881827	569.48	5640320.0
pre-phRAIDER	mm10.chrX	1	2	173881827	516.39	5611496.0
pre-phRAIDER	mm10.chrY	0	2	93273783	356.38	1859820.0
pre-phRAIDER	mm10.chrY	1	2	93273783	277.8	1715904.0
