   SW   perc perc perc  query     position in query              matching   repeat        position in repeat
score   div. del. ins.  sequence  begin    end          (left)   repeat     class/family begin  end    (left)    ID
  429   17.6  2.9  0.0  seq_file    843425   843526 (14228897) + repeat6601 Unspecified      1    105    (0)  1696  
  237   15.8  1.7  5.2  seq_file    843507   843566 (14228857) + repeat6602 Unspecified      1     58    (2)  1697 *
  284   11.1  0.0  1.9  seq_file    844373   844427 (14227996) + repeat4339 Unspecified      4     57    (2)  1698  
  231   19.4  4.8  0.0  seq_file    844380   844441 (14227982) + repeat333  Unspecified      1     65    (0)  1699 *
  242   19.4  4.3  2.9  seq_file    844591   844659 (14227764) + repeat5171 Unspecified      3     72    (0)  1700 *
  260   15.8  3.5  0.0  seq_file    844597   844653 (14227770) + repeat333  Unspecified      7     65    (0)  1701 *
  330   12.7  0.0  0.0  seq_file    844608   844662 (14227761) + repeat7028 Unspecified      1     55    (0)  1702 *
  381   10.2  0.0  0.0  seq_file    844616   844674 (14227749) + repeat4339 Unspecified      1     59    (0)  1703  
  332   18.1  0.0  0.0  seq_file    844623   844694 (14227729) + repeat5171 Unspecified      1     72    (0)  1704 *
  408    7.9  3.2  0.0  seq_file    844626   844688 (14227735) + repeat333  Unspecified      1     65    (0)  1705  
  392    7.3  0.0  0.0  seq_file    844643   844697 (14227726) + repeat7028 Unspecified      1     55    (0)  1706 *
  334   10.9  0.0  0.0  seq_file    844652   844706 (14227717) + repeat4339 Unspecified      2     56    (3)  1707 *
  332   16.7  0.0  0.0  seq_file    844658   844729 (14227694) + repeat5171 Unspecified      1     72    (0)  1708 *
  392    7.9  3.2  0.0  seq_file    844661   844723 (14227700) + repeat333  Unspecified      1     65    (0)  1709 *
  477    0.0  0.0  0.0  seq_file    844678   844732 (14227691) + repeat7028 Unspecified      1     55    (0)  1710  
  290   12.5  0.0  0.0  seq_file    844686   844741 (14227682) + repeat4339 Unspecified      1     56    (3)  1711 *
  329   16.7  0.0  0.0  seq_file    844693   844764 (14227659) + repeat5171 Unspecified      1     72    (0)  1712 *
  406    6.3  3.2  0.0  seq_file    844696   844758 (14227665) + repeat333  Unspecified      1     65    (0)  1713 *
  477    0.0  0.0  0.0  seq_file    844713   844767 (14227656) + repeat7028 Unspecified      1     55    (0)  1714  
  281   12.3  0.0  3.5  seq_file    844721   844779 (14227644) + repeat4339 Unspecified      1     57    (2)  1715 *
  306   16.9  1.4  0.0  seq_file    844728   844798 (14227625) + repeat5171 Unspecified      1     72    (0)  1716 *
  366    8.3  3.3  0.0  seq_file    844731   844790 (14227633) + repeat333  Unspecified      1     62    (3)  1717 *
  403    3.7  1.9  0.0  seq_file    844748   844801 (14227622) + repeat7028 Unspecified      1     55    (0)  1718  
  255   13.5  1.9  0.0  seq_file    844756   844807 (14227616) + repeat4339 Unspecified      1     53    (6)  1719 *
  251   16.4  6.6  0.0  seq_file    844766   844826 (14227597) + repeat333  Unspecified      1     65    (0)  1720 *
  253   13.2  0.0  3.8  seq_file    844774   844828 (14227595) C repeat6049 Unspecified    (0)     53      1  1721 *
  278   10.7  0.0  2.1  seq_file    844776   844823 (14227600) C repeat1012 Unspecified    (0)     47      1  1722  
  247   18.5  1.9  0.0  seq_file    844790   844843 (14227580) + repeat4339 Unspecified      1     55    (4)  1723 *
  253    8.9  2.2  2.2  seq_file    844810   844855 (14227568) C repeat1012 Unspecified    (1)     46      1  1724 *
  298    9.6  5.8  0.0  seq_file    844816   844867 (14227556) + repeat7028 Unspecified      1     55    (0)  1725 *
  311   11.5  6.6  0.0  seq_file    844828   844888 (14227535) + repeat7272 Unspecified      1     65    (0)  1726  
  297   11.8  5.8  1.4  seq_file    844831   844899 (14227524) + repeat5171 Unspecified      1     72    (0)  1727 *
  409    5.5  0.0  0.0  seq_file    844848   844902 (14227521) + repeat7028 Unspecified      1     55    (0)  1728  
  323   10.7  0.0  0.0  seq_file    844856   844911 (14227512) + repeat4339 Unspecified      1     56    (3)  1729 *
  363   12.5  0.0  2.8  seq_file    844863   844936 (14227487) + repeat5171 Unspecified      1     72    (0)  1730 *
  554    0.0  0.0  0.0  seq_file    844866   844930 (14227493) + repeat333  Unspecified      1     65    (0)  1731  
  307   13.8  0.0  1.5  seq_file    844895   844960 (14227463) + repeat7272 Unspecified      1     65    (0)  1732 *
  282   14.1  1.4  4.2  seq_file    844898   844971 (14227452) + repeat5171 Unspecified      1     72    (0)  1733 *
  382    7.3  0.0  0.0  seq_file    844920   844974 (14227449) + repeat7028 Unspecified      1     55    (0)  1734  
  295   12.5  0.0  0.0  seq_file    844928   844983 (14227440) + repeat4339 Unspecified      1     56    (3)  1735 *
  554    0.0  0.0  0.0  seq_file    844938   845002 (14227421) + repeat333  Unspecified      1     65    (0)  1736  
  348    8.8  0.0  3.5  seq_file    844951   845009 (14227414) + repeat4243 Unspecified      1     57    (0)  1737 *
  233   11.8 19.6  0.0  seq_file    845349   845399 (14227024) C repeat6490 Unspecified    (1)    138     78  1738 *
  299   13.6  0.0  0.0  seq_file    845349   845392 (14227031) + repeat6513 Unspecified      1     44    (0)  1739  
  243   18.2  0.0  0.0  seq_file    845354   845397 (14227026) C repeat1215 Unspecified    (0)     44      1  1740 *
  473   18.4  0.0  1.1  seq_file    845360   845447 (14226976) + repeat6307 Unspecified      1     87    (3)  1741 *
  564   18.1  7.2  8.0  seq_file    845388   845525 (14226898) + repeat6490 Unspecified      2    138    (1)  1742  
  297   12.2  0.0  0.0  seq_file    846171   846211 (14226212) + repeat379  Unspecified      7     47    (0)  1743 *
  546   12.2  0.0  0.0  seq_file    846178   846259 (14226164) + repeat428  Unspecified      1     82    (0)  1744  
  505   14.3  0.0  0.0  seq_file    846187   846270 (14226153) + repeat67   Unspecified      1     84    (0)  1745 *
  560   11.0  0.0  0.0  seq_file    846196   846277 (14226146) + repeat428  Unspecified      1     82    (0)  1746  
  535   12.2  0.0  0.0  seq_file    846208   846289 (14226134) + repeat428  Unspecified      1     82    (0)  1747 *
  445   16.7  0.0  0.0  seq_file    846217   846300 (14226123) + repeat67   Unspecified      1     84    (0)  1748 *
  511   13.4  0.0  0.0  seq_file    846226   846307 (14226116) + repeat428  Unspecified      1     82    (0)  1749  
  455   16.1  0.0  0.0  seq_file    846238   846318 (14226105) + repeat428  Unspecified      1     81    (1)  1750 *
  449   14.7  0.0  7.3  seq_file    846244   846331 (14226092) + repeat428  Unspecified      1     82    (0)  1751 *
  433   17.9  0.0  0.0  seq_file    846259   846342 (14226081) + repeat67   Unspecified      1     84    (0)  1752 *
  463   16.1  0.0  0.0  seq_file    846268   846348 (14226075) + repeat428  Unspecified      1     81    (1)  1753  
  394   21.4  0.0  0.0  seq_file    846277   846360 (14226063) + repeat67   Unspecified      1     84    (0)  1754 *
  350   23.2  0.0  0.0  seq_file    846292   846373 (14226050) + repeat428  Unspecified      1     82    (0)  1755 *
  352   22.6  0.0  0.0  seq_file    846307   846390 (14226033) + repeat67   Unspecified      1     84    (0)  1756 *
  382   22.2  0.0  0.0  seq_file    846316   846396 (14226027) + repeat428  Unspecified      1     81    (1)  1757 *
  402   19.5  0.0  0.0  seq_file    846328   846409 (14226014) + repeat428  Unspecified      1     82    (0)  1758  
  372   22.2  0.0  0.0  seq_file    846341   846421 (14226002) + repeat428  Unspecified      2     82    (0)  1759 *
  248   25.0  0.0  0.0  seq_file    846379   846434 (14225989) + repeat67   Unspecified      1     56   (28)  1760 *
  414   11.9  0.0  0.0  seq_file    847105   847163 (14225260) + repeat6307 Unspecified      1     59   (31)  1761  
  251   19.0 13.6  4.2  seq_file    850333   850398 (14222025) C repeat6490 Unspecified    (0)    139     68  1762 *
  335    9.1  0.0  0.0  seq_file    850334   850377 (14222046) + repeat6513 Unspecified      1     44    (0)  1763 *
  492   16.7  0.0  2.2  seq_file    850345   850436 (14221987) + repeat6307 Unspecified      1     90    (0)  1764 *
  655   18.1  7.1  0.0  seq_file    850374   850500 (14221923) + repeat6490 Unspecified      2    137    (2)  1765  
  255   10.5  0.0  0.0  seq_file    855672   855709 (14216714) + repeat2087 Unspecified      4     41    (0)  1766 *
  273    9.8  0.0  0.0  seq_file    855686   855726 (14216697) C repeat5146 Unspecified    (0)     41      1  1767 *
  340    4.0  0.0  4.0  seq_file    855710   855761 (14216662) C repeat3062 Unspecified    (0)     50      1  1768 *
  421    3.5  0.0  3.5  seq_file    855717   855775 (14216648) + repeat5973 Unspecified      1     57    (0)  1769  
  305    4.4  0.0  0.0  seq_file    855747   855791 (14216632) + repeat3331 Unspecified      1     45    (0)  1770 *
  349    4.3  0.0  0.0  seq_file    855758   855804 (14216619) + repeat7138 Unspecified      1     47    (0)  1771 *
  417    3.9  0.0  0.0  seq_file    855777   855828 (14216595) + repeat6737 Unspecified      1     52    (2)  1772  
  296   12.4  0.0 15.2  seq_file    855810   855885 (14216538) C repeat3326 Unspecified    (0)     66      1  1773 *
  269    9.3  0.0  0.0  seq_file    855869   855911 (14216512) + repeat1164 Unspecified      3     45    (0)  1774 *
  679   14.4  0.8  0.0  seq_file    855876   855993 (14216430) + repeat5992 Unspecified      1    119    (1)  1775  
  397    5.6  0.0  0.0  seq_file    855946   855999 (14216424) C repeat4745 Unspecified    (0)     54      1  1776 *
  278    8.9  0.0  0.0  seq_file    855965   856009 (14216414) C repeat1164 Unspecified    (0)     45      1  1777 *
  315   10.9  0.0 16.7  seq_file    855991   856067 (14216356) + repeat3326 Unspecified      1     66    (0)  1778  
  256    8.6  0.0  0.0  seq_file    856039   856073 (14216350) C repeat2838 Unspecified    (0)     35      1  1779 *
  379    9.4  0.0  0.0  seq_file    856048   856100 (14216323) C repeat6737 Unspecified    (1)     53      1  1780  
  319    6.8  0.0  0.0  seq_file    856073   856116 (14216307) + repeat2105 Unspecified      1     44    (0)  1781 *
  263   11.1  0.0  0.0  seq_file    856086   856130 (14216293) C repeat3331 Unspecified    (0)     45      1  1782 *
  397    8.8  0.0  0.0  seq_file    856102   856158 (14216265) C repeat5973 Unspecified    (0)     57      1  1783  
  368    6.0  0.0  0.0  seq_file    856116   856165 (14216258) + repeat3062 Unspecified      1     50    (0)  1784 *
  340    0.0  0.0  0.0  seq_file    856149   856189 (14216234) + repeat5146 Unspecified      1     41    (0)  1785 *
  288    5.4  0.0  0.0  seq_file    856167   856203 (14216220) C repeat6832 Unspecified    (1)     37      1  1786 *
  286    7.3  0.0  0.0  seq_file    856179   856219 (14216204) + repeat6753 Unspecified      1     41    (0)  1787 *
  312    2.6  0.0  0.0  seq_file    859479   859516 (14212907) + repeat6832 Unspecified      1     38    (0)  1788 *
  321    2.4  0.0  0.0  seq_file    859493   859533 (14212890) C repeat5146 Unspecified    (0)     41      1  1789  
  244    6.3  0.0 16.3  seq_file    859517   859573 (14212850) C repeat3062 Unspecified    (0)     50      2  1790 *
  289    8.9  0.0 14.0  seq_file    859524   859588 (14212835) + repeat5973 Unspecified      1     57    (0)  1791  
  280    7.5  0.0  0.0  seq_file    859560   859599 (14212824) + repeat3331 Unspecified      1     40    (5)  1792 *
  273   14.9  0.0  0.0  seq_file    859571   859617 (14212806) + repeat7138 Unspecified      1     47    (0)  1793 *
  281   11.4  0.0  0.0  seq_file    859577   859620 (14212803) C repeat2994 Unspecified    (0)     44      1  1794 *
  372    9.4  0.0  0.0  seq_file    859590   859642 (14212781) + repeat6737 Unspecified      1     53    (1)  1795  
  286    3.0  0.0  0.0  seq_file    859615   859647 (14212776) C repeat7140 Unspecified    (0)     33      1  1796 *
  286    5.7  0.0  0.0  seq_file    859617   859651 (14212772) + repeat2838 Unspecified      1     35    (0)  1797 *
  390    6.3  0.0 19.7  seq_file    859623   859701 (14212722) C repeat3326 Unspecified    (0)     66      1  1798  
  294    4.9  0.0  0.0  seq_file    859668   859708 (14212715) C repeat2096 Unspecified    (0)     41      1  1799 *
  323    4.4  0.0  0.0  seq_file    859683   859727 (14212696) + repeat1164 Unspecified      1     45    (0)  1800 *
  410    7.4  0.0  0.0  seq_file    859693   859746 (14212677) + repeat4745 Unspecified      1     54    (0)  1801  
  315    0.0  0.0  0.0  seq_file    859830   859864 (14212559) + repeat4131 Unspecified      1     35    (0)  1802  
  289   10.0  0.0  0.0  seq_file    859832   859871 (14212552) + repeat1687 Unspecified      1     40    (0)  1803 *
  306    0.0  0.0  0.0  seq_file    859840   859874 (14212549) + repeat6982 Unspecified      1     35    (0)  1804  
  248   21.6  0.0  0.0  seq_file    859877   859927 (14212496) C repeat5973 Unspecified    (6)     51      1  1805 *
  278   20.0  0.0  0.0  seq_file    859885   859934 (14212489) + repeat3062 Unspecified      1     50    (0)  1806 *
  286    8.1  0.0  0.0  seq_file    859899   859935 (14212488) C repeat6391 Unspecified    (0)     38      2  1807 *
  289    0.0  0.0  0.0  seq_file    859904   859935 (14212488) C repeat6639 Unspecified    (0)     32      1  1808 *
  300    5.4  0.0  0.0  seq_file    859908   859944 (14212479) C repeat2332 Unspecified    (0)     38      2  1809  
  294    2.9  0.0  0.0  seq_file    859959   859993 (14212430) + repeat2068 Unspecified      1     35    (0)  1810  
  395    7.4  0.0  0.0  seq_file    859998   860051 (14212372) C repeat4745 Unspecified    (0)     54      1  1811  
  323    4.4  0.0  0.0  seq_file    860017   860061 (14212362) C repeat1164 Unspecified    (0)     45      1  1812 *
  294    4.9  0.0  0.0  seq_file    860036   860076 (14212347) + repeat2096 Unspecified      1     41    (0)  1813 *
  383    6.2  0.0 15.2  seq_file    860043   860118 (14212305) + repeat3326 Unspecified      1     66    (0)  1814  
  315   14.8  0.0  0.0  seq_file    860098   860151 (14212272) C repeat6737 Unspecified    (0)     54      1  1815 *
  229   15.9  0.0  0.0  seq_file    860121   860164 (14212259) + repeat2994 Unspecified      1     44    (0)  1816 *
  255   15.6  0.0  0.0  seq_file    860126   860170 (14212253) C repeat7138 Unspecified    (2)     45      1  1817 *
  280    7.5  0.0  0.0  seq_file    860142   860181 (14212242) C repeat3331 Unspecified    (5)     40      1  1818 *
  295    8.9  0.0 12.3  seq_file    860153   860216 (14212207) C repeat5973 Unspecified    (0)     57      1  1819  
  250    6.2  0.0 14.3  seq_file    860168   860223 (14212200) + repeat3062 Unspecified      2     50    (0)  1820 *
  302    2.6  0.0  0.0  seq_file    860204   860241 (14212182) C repeat1533 Unspecified    (0)     38      1  1821  
  297    7.3  0.0  0.0  seq_file    860207   860247 (14212176) + repeat5146 Unspecified      1     41    (0)  1822 *
  284    7.3  0.0  0.0  seq_file    860224   860264 (14212159) C repeat2087 Unspecified    (0)     41      1  1823 *
  247   13.7  0.0  2.0  seq_file    860345   860396 (14212027) + repeat7272 Unspecified      9     59    (6)  1824  
  250   21.3  7.4 21.2  seq_file    860444   860592 (14211831) C repeat6490 Unspecified    (6)    133      2  1825 *
  300   13.6  0.0  0.0  seq_file    860444   860487 (14211936) C repeat1215 Unspecified    (0)     44      1  1826 *
  323   19.7  2.8  0.0  seq_file    860454   860524 (14211899) + repeat6307 Unspecified      5     77   (13)  1827  
  324   14.7  5.8  1.4  seq_file    860549   860617 (14211806) C repeat6307 Unspecified   (14)     76      5  1828  
  261   15.4  0.0  0.0  seq_file    860589   860627 (14211796) + repeat1215 Unspecified      6     44    (0)  1829 *
  271    3.1  0.0  0.0  seq_file    860592   860623 (14211800) + repeat3237 Unspecified      1     32    (0)  1830 *
  293    0.0  0.0  0.0  seq_file    860596   860628 (14211795) + repeat1613 Unspecified      1     33    (0)  1831  
  283    5.0  0.0  2.5  seq_file    863667   863707 (14208716) C repeat93   Unspecified    (7)     40      1  1832  
  338    9.1  0.0  0.0  seq_file    874471   874514 (14197909) + repeat6513 Unspecified      1     44    (0)  1833 *
  501   16.7  0.0  2.2  seq_file    874482   874573 (14197850) + repeat6307 Unspecified      1     90    (0)  1834 *
  645   20.5  2.4  0.0  seq_file    874511   874637 (14197786) + repeat6490 Unspecified      2    131    (8)  1835  
  333    9.1  0.0  0.0  seq_file    877952   877995 (14194428) + repeat6513 Unspecified      1     44    (0)  1836 *
  447   15.4  0.0  1.3  seq_file    877963   878041 (14194382) + repeat6307 Unspecified      1     78   (12)  1837 *
  681   13.7 10.3  1.5  seq_file    877991   878116 (14194307) + repeat6490 Unspecified      2    138    (1)  1838  
  230    6.9  0.0  0.0  seq_file    882105   882133 (14190290) + repeat2324 Unspecified      6     34    (3)  1839  
  261   13.9  0.0  0.0  seq_file    882141   882183 (14190240) + repeat3412 Unspecified      8     50    (3)  1840 *
  318   15.4  0.0  0.0  seq_file    882149   882200 (14190223) + repeat361  Unspecified      3     54    (5)  1841  
  440   15.0  6.2  0.0  seq_file    883544   883623 (14188800) + repeat6307 Unspecified      2     86    (4)  1842  
  430   13.7  4.4 10.2  seq_file    883571   883684 (14188739) + repeat6490 Unspecified      2    109   (30)  1843 *
  373   18.2  0.0  0.0  seq_file    885364   885440 (14186983) + repeat428  Unspecified      4     80    (2)  1844 *
  406   17.1  0.0  0.0  seq_file    885373   885454 (14186969) + repeat428  Unspecified      1     82    (0)  1845  
  337   21.9  0.0  0.0  seq_file    885385   885466 (14186957) + repeat428  Unspecified      1     82    (0)  1846 *
  371   20.7  0.0  0.0  seq_file    885397   885478 (14186945) + repeat428  Unspecified      1     82    (0)  1847  
  370   18.4  0.0  7.3  seq_file    885403   885490 (14186933) + repeat428  Unspecified      1     82    (0)  1848 *
  429   13.5  0.0  7.3  seq_file    885415   885502 (14186921) + repeat428  Unspecified      1     82    (0)  1849  
  404   19.5  0.0  0.0  seq_file    885433   885514 (14186909) + repeat428  Unspecified      1     82    (0)  1850 *
  418   17.1  0.0  0.0  seq_file    885445   885526 (14186897) + repeat428  Unspecified      1     82    (0)  1851  
  372   17.9  0.0  7.1  seq_file    885454   885543 (14186880) + repeat67   Unspecified      1     84    (0)  1852 *
  394   16.1  0.0  2.5  seq_file    885470   885552 (14186871) + repeat428  Unspecified      2     82    (0)  1853  
  371   18.3  0.0  2.4  seq_file    885487   885570 (14186853) + repeat428  Unspecified      1     82    (0)  1854 *
  381   13.2  5.3  0.0  seq_file    885499   885574 (14186849) + repeat428  Unspecified      1     80    (2)  1855  
  287   11.1  0.0  0.0  seq_file    889383   889427 (14182996) + repeat2868 Unspecified      1     45    (0)  1856 *
  316    7.0  0.0  0.0  seq_file    889390   889432 (14182991) + repeat1845 Unspecified      1     43    (0)  1857  
  307    5.0  0.0  0.0  seq_file    889398   889437 (14182986) + repeat2225 Unspecified      1     40    (6)  1858 *
  411    0.0  0.0  0.0  seq_file    889409   889454 (14182969) + repeat355  Unspecified      1     46    (0)  1859 *
  540    0.0  0.0  0.0  seq_file    889434   889492 (14182931) + repeat361  Unspecified      1     59    (0)  1860  
  334    8.7  0.0  0.0  seq_file    889453   889498 (14182925) + repeat7056 Unspecified      1     46    (0)  1861 *
  363    4.5  0.0  0.0  seq_file    889459   889502 (14182921) + repeat5961 Unspecified      1     44    (0)  1862  
  301    2.6  0.0  0.0  seq_file    889472   889510 (14182913) + repeat3413 Unspecified      3     41    (0)  1863 *
  322    2.4  0.0  0.0  seq_file    889491   889531 (14182892) + repeat2569 Unspecified      1     41    (1)  1864  
  287    7.3  0.0  0.0  seq_file    889496   889536 (14182887) + repeat3040 Unspecified      1     41    (2)  1865 *
  291    0.0  0.0  0.0  seq_file    889503   889535 (14182888) + repeat225  Unspecified      1     33    (0)  1866 *
  338    0.0  0.0  0.0  seq_file    889508   889544 (14182879) + repeat1571 Unspecified      1     37    (0)  1867  
  275    0.0 21.1  0.0  seq_file    889511   889548 (14182875) + repeat2218 Unspecified      1     46    (0)  1868 *
  414    2.1  0.0  0.0  seq_file    889517   889563 (14182860) + repeat1631 Unspecified      1     47    (0)  1869  
  328    9.1  0.0  0.0  seq_file    889532   889575 (14182848) + repeat1877 Unspecified      1     44    (1)  1870 *
  231   14.3  0.0  4.8  seq_file    889540   889583 (14182840) + repeat7178 Unspecified      1     42    (0)  1871 *
  236   18.6  0.0  0.0  seq_file    889548   889590 (14182833) + repeat1225 Unspecified      1     43    (0)  1872 *
  244    8.6  0.0  0.0  seq_file    889548   889582 (14182841) + repeat2002 Unspecified      1     35    (0)  1873  
  248    4.8  0.0  7.1  seq_file    890232   890276 (14182147) + repeat2868 Unspecified      4     45    (0)  1874 *
  283    4.7  0.0  4.7  seq_file    890237   890281 (14182142) + repeat1845 Unspecified      1     43    (0)  1875  
  236    7.2  0.0  4.8  seq_file    890245   890288 (14182135) + repeat2225 Unspecified      1     42    (4)  1876 *
  327    0.0  0.0 13.0  seq_file    890256   890307 (14182116) + repeat355  Unspecified      1     46    (0)  1877  
  263   16.1  5.3  1.7  seq_file    890287   890343 (14182080) + repeat361  Unspecified      1     59    (0)  1878 *
  287    0.0  0.0  0.0  seq_file    890291   890322 (14182101) + repeat437  Unspecified      1     32    (0)  1879  
  276    5.4  0.0  0.0  seq_file    890295   890331 (14182092) + repeat7031 Unspecified      1     37    (7)  1880 *
  379    0.0  0.0  4.4  seq_file    890348   890394 (14182029) + repeat1877 Unspecified      1     45    (0)  1881  
  304    4.8  0.0  9.5  seq_file    890356   890401 (14182022) + repeat7178 Unspecified      1     42    (0)  1882 *
  357    4.7  0.0  0.0  seq_file    890366   890408 (14182015) + repeat1225 Unspecified      1     43    (0)  1883  
  252   11.9  0.0  0.0  seq_file    891743   891784 (14180639) + repeat2323 Unspecified      2     43    (0)  1884 *
  266   11.6  0.0  0.0  seq_file    891751   891793 (14180630) + repeat1845 Unspecified      1     43    (0)  1885 *
  267    7.1  2.4  0.0  seq_file    891759   891800 (14180623) + repeat2225 Unspecified      1     43    (3)  1886 *
  295    2.8  0.0  0.0  seq_file    891759   891794 (14180629) + repeat2324 Unspecified      2     37    (0)  1887 *
  351    2.2  0.0  4.3  seq_file    891770   891817 (14180606) + repeat355  Unspecified      1     46    (0)  1888 *
  540    0.0  0.0  0.0  seq_file    891797   891855 (14180568) + repeat361  Unspecified      1     59    (0)  1889  
  334    8.7  0.0  0.0  seq_file    891816   891861 (14180562) + repeat7056 Unspecified      1     46    (0)  1890 *
  363    4.5  0.0  0.0  seq_file    891822   891865 (14180558) + repeat5961 Unspecified      1     44    (0)  1891  
  301    2.6  0.0  0.0  seq_file    891835   891873 (14180550) + repeat3413 Unspecified      3     41    (0)  1892 *
  234    0.0  0.0  0.0  seq_file    891854   891881 (14180542) + repeat2569 Unspecified      1     28   (14)  1893 *
  409    8.6  1.4  2.8  seq_file    901347   901418 (14171005) + repeat5932 Unspecified      8     78    (3)  1894  
  316    4.5  0.0  0.0  seq_file    901812   901855 (14170568) + repeat4154 Unspecified      2     45    (0)  1895 *
  406    3.8  0.0  0.0  seq_file    901817   901869 (14170554) C repeat2121 Unspecified    (0)     53      1  1896  
  314    4.4  0.0  0.0  seq_file    901833   901877 (14170546) + repeat2125 Unspecified      1     45    (0)  1897 *
  300    4.4  0.0  0.0  seq_file    901849   901893 (14170530) + repeat1937 Unspecified      1     45    (0)  1898 *
  310    2.2  0.0  0.0  seq_file    901857   901901 (14170522) C repeat4141 Unspecified    (0)     45      1  1899  
  275    0.0  0.0  0.0  seq_file    901874   901917 (14170506) C repeat1928 Unspecified    (0)     45      2  1900 *
  308    5.1  0.0  0.0  seq_file    901902   901940 (14170483) + repeat2259 Unspecified      1     39    (0)  1901 *
  314    5.1  0.0  0.0  seq_file    901912   901950 (14170473) C repeat6158 Unspecified    (0)     39      1  1902  
  301    0.0  0.0  0.0  seq_file    901923   901956 (14170467) C repeat1950 Unspecified    (0)     34      1  1903 *
  371    8.3  0.0  0.0  seq_file    901928   901975 (14170448) + repeat3431 Unspecified      1     48    (0)  1904 *
  482    1.8  0.0  0.0  seq_file    901937   901992 (14170431) C repeat2377 Unspecified    (0)     56      1  1905  
  327    6.2  0.0  2.1  seq_file    901950   901998 (14170425) + repeat2267 Unspecified      1     48    (3)  1906 *
  511   15.4  0.0  3.3  seq_file    904153   904246 (14168177) C repeat5514 Unspecified   (17)    100     10  1907  
  294    6.8  0.0  6.8  seq_file    907017   907063 (14165360) + repeat6513 Unspecified      1     44    (0)  1908 *
  334   21.5  1.0 10.0  seq_file    907029   907126 (14165297) + repeat6307 Unspecified      1     90    (0)  1909 *
  415   20.0  2.6 16.8  seq_file    907059   907214 (14165209) + repeat6490 Unspecified      2    138    (1)  1910  
  397   18.2  0.0  1.3  seq_file    912161   912238 (14160185) + repeat6307 Unspecified     14     90    (0)  1911 *
  782   15.4  1.5  0.7  seq_file    912174   912310 (14160113) + repeat6490 Unspecified      1    138    (1)  1912  
  259   13.2  0.0  0.0  seq_file    920124   920161 (14152262) + repeat6513 Unspecified      7     44    (0)  1913 *
  455   20.2  0.0  1.1  seq_file    920130   920219 (14152204) + repeat6307 Unspecified      2     90    (0)  1914 *
  693   19.0  0.0  8.0  seq_file    920156   920304 (14152119) + repeat6490 Unspecified      1    138    (1)  1915  
  289   13.3  0.0  0.0  seq_file    921799   921843 (14150580) + repeat2868 Unspecified      1     45    (0)  1916  
  280   12.2  0.0  0.0  seq_file    921810   921850 (14150573) + repeat2229 Unspecified      1     41    (0)  1917 *
  334    8.7  0.0  0.0  seq_file    921825   921870 (14150553) + repeat355  Unspecified      1     46    (0)  1918 *
  404   11.9  0.0  0.0  seq_file    921850   921908 (14150515) + repeat361  Unspecified      1     59    (0)  1919  
  279   15.2  0.0  0.0  seq_file    921869   921914 (14150509) + repeat7056 Unspecified      1     46    (0)  1920 *
  323    9.1  0.0  0.0  seq_file    921875   921918 (14150505) + repeat5961 Unspecified      1     44    (0)  1921  
  253   10.0  0.0  0.0  seq_file    921887   921926 (14150497) + repeat3413 Unspecified      2     41    (0)  1922 *
  331    2.4  0.0  0.0  seq_file    921907   921948 (14150475) + repeat2569 Unspecified      1     42    (0)  1923 *
  340    2.3  0.0  0.0  seq_file    921912   921954 (14150469) + repeat3040 Unspecified      1     43    (0)  1924 *
  397    4.1  0.0  0.0  seq_file    921924   921972 (14150451) + repeat3505 Unspecified      1     49    (0)  1925  
  264    2.3  3.7 19.1  seq_file    921933   921986 (14150437) + repeat1631 Unspecified      1     47    (0)  1926 *
  276    7.1  4.8  0.0  seq_file    921946   921987 (14150436) + repeat1844 Unspecified      8     51    (0)  1927 *
  289    0.0  0.0  0.0  seq_file    921951   921982 (14150441) + repeat6510 Unspecified      1     32    (0)  1928  
  278   11.6  0.0  2.3  seq_file    922073   922116 (14150307) + repeat6513 Unspecified      1     43    (1)  1929 *
  493   18.9  0.0  1.1  seq_file    922084   922174 (14150249) + repeat6307 Unspecified      1     90    (0)  1930 *
  576   20.0  0.0  8.7  seq_file    922111   922247 (14150176) + repeat6490 Unspecified      1    126   (13)  1931  
  410   19.7  0.0  0.0  seq_file    927260   927335 (14145088) + repeat67   Unspecified      9     84    (0)  1932 *
  519   10.8  0.0  0.0  seq_file    927269   927342 (14145081) + repeat428  Unspecified      9     82    (0)  1933  
  485   16.7  0.0  0.0  seq_file    927270   927353 (14145070) + repeat67   Unspecified      1     84    (0)  1934 *
  522   14.6  0.0  0.0  seq_file    927279   927360 (14145063) + repeat428  Unspecified      1     82    (0)  1935 *
  536   13.4  0.0  0.0  seq_file    927291   927372 (14145051) + repeat428  Unspecified      1     82    (0)  1936  
  534   13.4  0.0  0.0  seq_file    927303   927384 (14145039) + repeat428  Unspecified      1     82    (0)  1937 *
  543   12.2  0.0  0.0  seq_file    927315   927396 (14145027) + repeat428  Unspecified      1     82    (0)  1938  
  464   18.3  0.0  0.0  seq_file    927327   927408 (14145015) + repeat428  Unspecified      1     82    (0)  1939 *
  440   18.3  0.0  0.0  seq_file    927339   927420 (14145003) + repeat428  Unspecified      1     82    (0)  1940 *
  332   23.2  0.0  0.0  seq_file    927348   927429 (14144994) + repeat67   Unspecified      1     82    (2)  1941 *
  366   21.0  1.2  0.0  seq_file    927357   927437 (14144986) + repeat428  Unspecified      1     82    (0)  1942  
