tool	label	seed	w	l	f	size	time	mem
phRAIDER	hg38.chr22	440	40	50	2	51665450	80.24	4790600.0
phRAIDER	hg38.chr22	441	40	50	2	51665450	79.22	4794540.0
phRAIDER	hg38.chr22	442	40	50	2	51665450	81.79	4797812.0
phRAIDER	hg38.chr22	443	40	50	2	51665450	78.78	4779428.0
phRAIDER	hg38.chr22	444	40	50	2	51665450	79.68	4796336.0
phRAIDER	hg38.chr22	445	40	50	2	51665450	81.31	4794756.0
phRAIDER	hg38.chr22	446	40	50	2	51665450	80.76	4803168.0
phRAIDER	hg38.chr22	447	40	52	2	51665450	81.03	4785012.0
phRAIDER	hg38.chr22	448	40	52	2	51665450	82.39	4805628.0
phRAIDER	hg38.chr22	449	40	52	2	51665450	81.7	4797584.0
phRAIDER	hg38.chr22	45	40	44	2	51665450	89.18	4745716.0
phRAIDER	hg38.chr22	450	40	52	2	51665450	81.21	4799332.0
phRAIDER	hg38.chr22	451	40	52	2	51665450	81.9	4791504.0
phRAIDER	hg38.chr22	452	40	52	2	51665450	82.13	4793476.0
phRAIDER	hg38.chr22	453	40	52	2	51665450	81.59	4787316.0
phRAIDER	hg38.chr22	454	40	52	2	51665450	83.47	4798832.0
phRAIDER	hg38.chr22	455	40	52	2	51665450	83.33	4810792.0
phRAIDER	hg38.chr22	456	40	52	2	51665450	89.2	4808520.0
phRAIDER	hg38.chr22	457	40	52	2	51665450	86.38	4805740.0
phRAIDER	hg38.chr22	458	40	52	2	51665450	82.86	4801612.0
phRAIDER	hg38.chr22	459	40	52	2	51665450	81.73	4802396.0
phRAIDER	hg38.chr22	46	40	44	2	51665450	75.86	4767784.0
phRAIDER	hg38.chr22	460	40	52	2	51665450	82.66	4805164.0
phRAIDER	hg38.chr22	461	40	52	2	51665450	80.76	4802752.0
phRAIDER	hg38.chr22	462	40	52	2	51665450	81.81	4809056.0
phRAIDER	hg38.chr22	463	40	52	2	51665450	82.14	4803020.0
phRAIDER	hg38.chr22	464	40	52	2	51665450	82.66	4800160.0
phRAIDER	hg38.chr22	465	40	52	2	51665450	82.21	4797392.0
phRAIDER	hg38.chr22	466	40	52	2	51665450	82.42	4797832.0
phRAIDER	hg38.chr22	467	40	52	2	51665450	88.29	4805112.0
phRAIDER	hg38.chr22	468	40	52	2	51665450	82.58	4807508.0
phRAIDER	hg38.chr22	469	40	52	2	51665450	81.43	4791680.0
phRAIDER	hg38.chr22	47	40	44	2	51665450	76.62	4770116.0
phRAIDER	hg38.chr22	470	40	52	2	51665450	82.75	4799400.0
phRAIDER	hg38.chr22	471	40	52	2	51665450	81.8	4806312.0
phRAIDER	hg38.chr22	472	40	52	2	51665450	84.53	4800592.0
phRAIDER	hg38.chr22	473	40	52	2	51665450	81.07	4802028.0
phRAIDER	hg38.chr22	474	40	52	2	51665450	83.02	4796996.0
phRAIDER	hg38.chr22	475	40	52	2	51665450	83.77	4805596.0
phRAIDER	hg38.chr22	476	40	52	2	51665450	81.57	4798344.0
phRAIDER	hg38.chr22	477	40	54	2	51665450	82.31	4799128.0
phRAIDER	hg38.chr22	478	40	54	2	51665450	89.43	4803468.0
phRAIDER	hg38.chr22	479	40	54	2	51665450	81.34	4786392.0
phRAIDER	hg38.chr22	48	40	44	2	51665450	91.73	4775196.0
phRAIDER	hg38.chr22	480	40	54	2	51665450	81.84	4805328.0
phRAIDER	hg38.chr22	481	40	54	2	51665450	83.96	4814648.0
phRAIDER	hg38.chr22	482	40	54	2	51665450	82.91	4802928.0
phRAIDER	hg38.chr22	483	40	54	2	51665450	83.26	4816876.0
phRAIDER	hg38.chr22	484	40	54	2	51665450	84.4	4805152.0
phRAIDER	hg38.chr22	485	40	54	2	51665450	83.64	4814196.0
phRAIDER	hg38.chr22	486	40	54	2	51665450	83.16	4813708.0
phRAIDER	hg38.chr22	487	40	54	2	51665450	84.34	4808192.0
phRAIDER	hg38.chr22	488	40	54	2	51665450	83.48	4809748.0
phRAIDER	hg38.chr22	489	40	54	2	51665450	83.17	4794092.0
phRAIDER	hg38.chr22	49	40	44	2	51665450	75.24	4765092.0
phRAIDER	hg38.chr22	490	40	54	2	51665450	83.74	4806192.0
phRAIDER	hg38.chr22	491	40	54	2	51665450	87.57	4806236.0
phRAIDER	hg38.chr22	492	40	54	2	51665450	83.39	4799884.0
phRAIDER	hg38.chr22	493	40	54	2	51665450	81.94	4807024.0
phRAIDER	hg38.chr22	494	40	54	2	51665450	83.98	4808652.0
phRAIDER	hg38.chr22	495	40	54	2	51665450	84.5	4803700.0
phRAIDER	hg38.chr22	496	40	54	2	51665450	84.21	4806628.0
phRAIDER	hg38.chr22	497	40	56	2	51665450	84.51	4816336.0
phRAIDER	hg38.chr22	498	40	56	2	51665450	83.37	4802160.0
phRAIDER	hg38.chr22	499	40	56	2	51665450	84.57	4817080.0
phRAIDER	hg38.chr22	5	30	30	2	51665450	62.3	4690060.0
phRAIDER	hg38.chr22	50	40	44	2	51665450	76.24	4776524.0
phRAIDER	hg38.chr22	500	40	56	2	51665450	84.23	4802280.0
phRAIDER	hg38.chr22	501	40	56	2	51665450	85.45	4812068.0
phRAIDER	hg38.chr22	502	40	56	2	51665450	84.18	4821140.0
phRAIDER	hg38.chr22	503	40	56	2	51665450	84.38	4804528.0
phRAIDER	hg38.chr22	504	40	56	2	51665450	84.81	4813112.0
phRAIDER	hg38.chr22	505	40	56	2	51665450	85.88	4812980.0
phRAIDER	hg38.chr22	506	40	56	2	51665450	86.97	4807732.0
phRAIDER	hg38.chr22	507	40	56	2	51665450	84.99	4808312.0
phRAIDER	hg38.chr22	508	40	56	2	51665450	81.07	4815528.0
phRAIDER	hg38.chr22	509	40	56	2	51665450	85.68	4811884.0
phRAIDER	hg38.chr22	51	40	44	2	51665450	91.17	4775836.0
phRAIDER	hg38.chr22	510	40	56	2	51665450	85.3	4810296.0
phRAIDER	hg38.chr22	511	40	56	2	51665450	84.56	4810584.0
phRAIDER	hg38.chr22	512	40	56	2	51665450	91.02	4818960.0
phRAIDER	hg38.chr22	513	40	56	2	51665450	84.79	4811176.0
phRAIDER	hg38.chr22	514	40	56	2	51665450	85.45	4820604.0
phRAIDER	hg38.chr22	515	40	56	2	51665450	84.61	4814552.0
phRAIDER	hg38.chr22	516	40	56	2	51665450	84.96	4812776.0
phRAIDER	hg38.chr22	517	40	56	2	51665450	84.52	4816096.0
phRAIDER	hg38.chr22	518	40	56	2	51665450	84.91	4815480.0
phRAIDER	hg38.chr22	519	40	56	2	51665450	83.69	4813004.0
phRAIDER	hg38.chr22	52	40	44	2	51665450	75.48	4769548.0
phRAIDER	hg38.chr22	520	40	56	2	51665450	83.55	4797980.0
phRAIDER	hg38.chr22	521	40	56	2	51665450	85.22	4808044.0
phRAIDER	hg38.chr22	522	40	56	2	51665450	85.25	4821720.0
phRAIDER	hg38.chr22	523	40	56	2	51665450	83.59	4815900.0
phRAIDER	hg38.chr22	524	40	56	2	51665450	85.6	4808620.0
phRAIDER	hg38.chr22	525	40	56	2	51665450	84.24	4804896.0
phRAIDER	hg38.chr22	526	40	56	2	51665450	85.03	4804340.0
phRAIDER	hg38.chr22	527	40	58	2	51665450	86.55	4812344.0
phRAIDER	hg38.chr22	528	40	58	2	51665450	85.49	4818364.0
phRAIDER	hg38.chr22	529	40	58	2	51665450	85.11	4812928.0
phRAIDER	hg38.chr22	53	40	44	2	51665450	76.68	4771904.0
phRAIDER	hg38.chr22	530	40	58	2	51665450	88.03	4821960.0
phRAIDER	hg38.chr22	531	40	58	2	51665450	86.85	4808840.0
phRAIDER	hg38.chr22	532	40	58	2	51665450	85.45	4815984.0
phRAIDER	hg38.chr22	533	40	58	2	51665450	86.37	4808256.0
phRAIDER	hg38.chr22	534	40	58	2	51665450	85.53	4819336.0
phRAIDER	hg38.chr22	535	40	58	2	51665450	85.18	4822276.0
phRAIDER	hg38.chr22	536	40	58	2	51665450	86.79	4811392.0
phRAIDER	hg38.chr22	537	40	58	2	51665450	89.68	4818048.0
phRAIDER	hg38.chr22	538	40	58	2	51665450	87.02	4816212.0
phRAIDER	hg38.chr22	539	40	58	2	51665450	90.95	4823416.0
phRAIDER	hg38.chr22	54	40	44	2	51665450	91.3	4773028.0
phRAIDER	hg38.chr22	540	40	58	2	51665450	84.45	4811068.0
phRAIDER	hg38.chr22	541	40	58	2	51665450	84.54	4817964.0
phRAIDER	hg38.chr22	542	40	58	2	51665450	92.95	4815848.0
phRAIDER	hg38.chr22	543	40	58	2	51665450	92.93	4812152.0
phRAIDER	hg38.chr22	544	40	58	2	51665450	85.9	4813404.0
phRAIDER	hg38.chr22	545	40	58	2	51665450	86.62	4810012.0
phRAIDER	hg38.chr22	546	40	58	2	51665450	84.99	4816264.0
phRAIDER	hg38.chr22	547	40	60	2	51665450	86.38	4821124.0
phRAIDER	hg38.chr22	548	40	60	2	51665450	87.5	4816256.0
phRAIDER	hg38.chr22	549	40	60	2	51665450	87.99	4819948.0
phRAIDER	hg38.chr22	55	40	44	2	51665450	75.58	4751868.0
phRAIDER	hg38.chr22	550	40	60	2	51665450	88.16	4818740.0
phRAIDER	hg38.chr22	551	40	60	2	51665450	87.94	4809564.0
phRAIDER	hg38.chr22	552	40	60	2	51665450	87.79	4815684.0
phRAIDER	hg38.chr22	553	40	60	2	51665450	83.64	4821428.0
phRAIDER	hg38.chr22	554	40	60	2	51665450	88.45	4827628.0
phRAIDER	hg38.chr22	555	40	60	2	51665450	86.65	4825340.0
phRAIDER	hg38.chr22	556	40	60	2	51665450	87.87	4817556.0
phRAIDER	hg38.chr22	557	40	60	2	51665450	86.51	4804464.0
phRAIDER	hg38.chr22	558	40	60	2	51665450	87.41	4828700.0
phRAIDER	hg38.chr22	559	40	60	2	51665450	87.89	4824844.0
phRAIDER	hg38.chr22	56	40	44	2	51665450	75.78	4766712.0
phRAIDER	hg38.chr22	560	40	60	2	51665450	88.12	4809612.0
phRAIDER	hg38.chr22	561	40	60	2	51665450	94.6	4814952.0
phRAIDER	hg38.chr22	562	40	60	2	51665450	87.28	4817288.0
phRAIDER	hg38.chr22	563	40	60	2	51665450	86.62	4809508.0
phRAIDER	hg38.chr22	564	40	60	2	51665450	86.34	4799496.0
phRAIDER	hg38.chr22	565	40	60	2	51665450	82.93	4823276.0
phRAIDER	hg38.chr22	566	40	60	2	51665450	88.56	4828276.0
phRAIDER	hg38.chr22	567	40	62	2	51665450	86.81	4825020.0
phRAIDER	hg38.chr22	568	40	62	2	51665450	95.84	4817624.0
phRAIDER	hg38.chr22	569	40	62	2	51665450	86.38	4830236.0
phRAIDER	hg38.chr22	57	40	44	2	51665450	91.4	4776276.0
phRAIDER	hg38.chr22	570	40	62	2	51665450	84.49	4822020.0
phRAIDER	hg38.chr22	571	40	62	2	51665450	89.14	4821648.0
phRAIDER	hg38.chr22	572	40	62	2	51665450	86.39	4832724.0
phRAIDER	hg38.chr22	573	40	62	2	51665450	88.41	4818512.0
phRAIDER	hg38.chr22	574	40	62	2	51665450	88.75	4826564.0
phRAIDER	hg38.chr22	575	40	62	2	51665450	89.52	4829636.0
phRAIDER	hg38.chr22	576	40	62	2	51665450	87.96	4807460.0
phRAIDER	hg38.chr22	58	40	44	2	51665450	75.22	4770048.0
phRAIDER	hg38.chr22	59	40	44	2	51665450	76.86	4775252.0
phRAIDER	hg38.chr22	6	32	32	2	51665450	78.65	4728168.0
phRAIDER	hg38.chr22	60	40	44	2	51665450	76.37	4769460.0
phRAIDER	hg38.chr22	61	40	46	2	51665450	92.65	4787780.0
phRAIDER	hg38.chr22	62	40	46	2	51665450	77.62	4779300.0
phRAIDER	hg38.chr22	63	40	46	2	51665450	76.61	4758480.0
phRAIDER	hg38.chr22	64	40	46	2	51665450	93.64	4786736.0
phRAIDER	hg38.chr22	65	40	46	2	51665450	77.33	4783240.0
phRAIDER	hg38.chr22	66	40	46	2	51665450	77.52	4780352.0
phRAIDER	hg38.chr22	67	40	46	2	51665450	91.83	4781748.0
phRAIDER	hg38.chr22	68	40	46	2	51665450	76.42	4776688.0
phRAIDER	hg38.chr22	69	40	46	2	51665450	76.17	4774888.0
phRAIDER	hg38.chr22	7	34	34	2	51665450	65.24	4727244.0
phRAIDER	hg38.chr22	70	40	46	2	51665450	93.54	4782708.0
phRAIDER	hg38.chr22	71	40	46	2	51665450	78.22	4782388.0
phRAIDER	hg38.chr22	72	40	46	2	51665450	76.88	4782732.0
phRAIDER	hg38.chr22	73	40	46	2	51665450	93.96	4769436.0
phRAIDER	hg38.chr22	74	40	46	2	51665450	76.98	4772568.0
phRAIDER	hg38.chr22	75	40	46	2	51665450	76.58	4769112.0
phRAIDER	hg38.chr22	76	40	46	2	51665450	93.68	4783380.0
phRAIDER	hg38.chr22	77	40	46	2	51665450	77.94	4786668.0
phRAIDER	hg38.chr22	78	40	46	2	51665450	79.79	4781724.0
phRAIDER	hg38.chr22	79	40	46	2	51665450	93.75	4772536.0
phRAIDER	hg38.chr22	8	36	36	2	51665450	83.97	4727096.0
phRAIDER	hg38.chr22	80	40	46	2	51665450	77.77	4786388.0
phRAIDER	hg38.chr22	81	40	48	2	51665450	77.56	4772168.0
phRAIDER	hg38.chr22	82	40	48	2	51665450	95.14	4775776.0
phRAIDER	hg38.chr22	83	40	48	2	51665450	79.88	4788408.0
phRAIDER	hg38.chr22	84	40	48	2	51665450	85.19	4784308.0
phRAIDER	hg38.chr22	85	40	48	2	51665450	94.84	4782604.0
phRAIDER	hg38.chr22	86	40	48	2	51665450	75.83	4759364.0
phRAIDER	hg38.chr22	87	40	48	2	51665450	78.48	4793720.0
phRAIDER	hg38.chr22	88	40	48	2	51665450	94.42	4786644.0
phRAIDER	hg38.chr22	89	40	48	2	51665450	80.33	4790188.0
phRAIDER	hg38.chr22	9	38	38	2	51665450	68.63	4726048.0
phRAIDER	hg38.chr22	90	40	48	2	51665450	79.06	4783020.0
phRAIDER	hg38.chr22	91	40	48	2	51665450	94.02	4767912.0
phRAIDER	hg38.chr22	92	40	48	2	51665450	78.12	4783044.0
phRAIDER	hg38.chr22	93	40	48	2	51665450	78.74	4783004.0
phRAIDER	hg38.chr22	94	40	48	2	51665450	95.64	4787864.0
phRAIDER	hg38.chr22	95	40	48	2	51665450	79.38	4797960.0
phRAIDER	hg38.chr22	96	40	48	2	51665450	81.71	4781696.0
phRAIDER	hg38.chr22	97	40	48	2	51665450	95.08	4789256.0
phRAIDER	hg38.chr22	98	40	48	2	51665450	78.37	4780156.0
phRAIDER	hg38.chr22	99	40	48	2	51665450	79.53	4793156.0
